,quote_date,expiration_C,strike,option_type_C,bid_1545_C,ask_1545_C,expiration_P,option_type_P,bid_1545_P,ask_1545_P,date,rate,implied_S_x,moneyness,implied_S_y
6600,2021-08-13,2021-09-10,13125.0,C,1999.6,2017.5,2021-09-10,P,18.2,20.0,2021-08-13,0.0004,15114.012594765341,1989.0125947653414,15114.74594253911
6601,2021-08-13,2021-09-10,13150.0,C,1975.1,1992.9,2021-09-10,P,18.7,20.4,2021-08-13,0.0004,15114.011761612515,1964.0117616125153,15114.74594253911
6602,2021-08-13,2021-09-10,13175.0,C,1950.5,1968.3,2021-09-10,P,19.1,20.8,2021-08-13,0.0004,15114.010928459686,1939.0109284596856,15114.74594253911
6603,2021-08-13,2021-09-10,13200.0,C,1926.0,1943.8,2021-09-10,P,19.6,21.3,2021-08-13,0.0004,15114.010095306858,1914.0100953068577,15114.74594253911
6604,2021-08-13,2021-09-10,13225.0,C,1901.5,1919.2,2021-09-10,P,20.0,21.7,2021-08-13,0.0004,15114.05926215403,1889.0592621540309,15114.74594253911
6605,2021-08-13,2021-09-10,13250.0,C,1877.0,1894.7,2021-09-10,P,20.5,22.2,2021-08-13,0.0004,15114.058429001203,1864.058429001203,15114.74594253911
6606,2021-08-13,2021-09-10,13275.0,C,1852.5,1870.2,2021-09-10,P,21.0,22.6,2021-08-13,0.0004,15114.107595848376,1839.1075958483761,15114.74594253911
6607,2021-08-13,2021-09-10,13300.0,C,1828.0,1845.7,2021-09-10,P,21.4,23.1,2021-08-13,0.0004,15114.156762695548,1814.1567626955475,15114.74594253911
6608,2021-08-13,2021-09-10,13325.0,C,1803.6,1821.2,2021-09-10,P,22.0,23.6,2021-08-13,0.0004,15114.15592954272,1789.1559295427196,15114.74594253911
6609,2021-08-13,2021-09-10,13350.0,C,1779.1,1796.8,2021-09-10,P,22.5,24.1,2021-08-13,0.0004,15114.205096389891,1764.205096389891,15114.74594253911
6610,2021-08-13,2021-09-10,13375.0,C,1754.7,1772.3,2021-09-10,P,23.0,24.7,2021-08-13,0.0004,15114.204263237063,1739.204263237063,15114.74594253911
6611,2021-08-13,2021-09-10,13400.0,C,1730.3,1747.9,2021-09-10,P,23.6,25.2,2021-08-13,0.0004,15114.253430084236,1714.2534300842362,15114.74594253911
6612,2021-08-13,2021-09-10,13425.0,C,1705.9,1723.5,2021-09-10,P,24.2,25.8,2021-08-13,0.0004,15114.252596931408,1689.2525969314083,15114.74594253911
6613,2021-08-13,2021-09-10,13450.0,C,1681.6,1699.1,2021-09-10,P,24.8,26.4,2021-08-13,0.0004,15114.30176377858,1664.3017637785797,15114.74594253911
6614,2021-08-13,2021-09-10,13475.0,C,1657.2,1674.7,2021-09-10,P,25.5,27.0,2021-08-13,0.0004,15114.250930625753,1639.2509306257525,15114.74594253911
6615,2021-08-13,2021-09-10,13500.0,C,1632.9,1650.3,2021-09-10,P,26.1,27.7,2021-08-13,0.0004,15114.250097472925,1614.2500974729246,15114.74594253911
6616,2021-08-13,2021-09-10,13525.0,C,1608.6,1626.0,2021-09-10,P,26.8,28.3,2021-08-13,0.0004,15114.299264320096,1589.299264320096,15114.74594253911
6617,2021-08-13,2021-09-10,13550.0,C,1584.3,1601.6,2021-09-10,P,27.5,29.0,2021-08-13,0.0004,15114.248431167267,1564.248431167267,15114.74594253911
6618,2021-08-13,2021-09-10,13575.0,C,1560.0,1577.3,2021-09-10,P,28.2,29.7,2021-08-13,0.0004,15114.247598014439,1539.247598014439,15114.74594253911
6619,2021-08-13,2021-09-10,13600.0,C,1535.8,1553.1,2021-09-10,P,28.9,30.5,2021-08-13,0.0004,15114.29676486161,1514.2967648616104,15114.74594253911
6620,2021-08-13,2021-09-10,13625.0,C,1512.1,1528.8,2021-09-10,P,29.8,31.2,2021-08-13,0.0004,15114.495931708785,1489.495931708785,15114.74594253911
6621,2021-08-13,2021-09-10,13650.0,C,1488.2,1504.6,2021-09-10,P,30.5,32.0,2021-08-13,0.0004,15114.695098555956,1464.695098555956,15114.74594253911
6622,2021-08-13,2021-09-10,13675.0,C,1463.8,1480.4,2021-09-10,P,31.3,32.9,2021-08-13,0.0004,15114.544265403129,1439.5442654031285,15114.74594253911
6623,2021-08-13,2021-09-10,13700.0,C,1439.6,1456.2,2021-09-10,P,32.2,33.7,2021-08-13,0.0004,15114.4934322503,1414.4934322502995,15114.74594253911
6624,2021-08-13,2021-09-10,13725.0,C,1415.6,1432.1,2021-09-10,P,33.1,34.6,2021-08-13,0.0004,15114.542599097473,1389.5425990974727,15114.74594253911
6625,2021-08-13,2021-09-10,13750.0,C,1391.8,1408.0,2021-09-10,P,33.9,35.5,2021-08-13,0.0004,15114.741765944644,1364.7417659446437,15114.74594253911
6626,2021-08-13,2021-09-10,13775.0,C,1367.8,1383.9,2021-09-10,P,34.9,36.5,2021-08-13,0.0004,15114.690932791817,1339.6909327918165,15114.74594253911
6627,2021-08-13,2021-09-10,13800.0,C,1343.6,1359.8,2021-09-10,P,35.9,37.5,2021-08-13,0.0004,15114.540099638987,1314.5400996389872,15114.74594253911
6628,2021-08-13,2021-09-10,13825.0,C,1319.6,1335.8,2021-09-10,P,36.9,38.6,2021-08-13,0.0004,15114.489266486162,1289.4892664861618,15114.74594253911
6629,2021-08-13,2021-09-10,13850.0,C,1295.8,1311.9,2021-09-10,P,38.0,39.7,2021-08-13,0.0004,15114.538433333333,1264.5384333333332,15114.74594253911
6630,2021-08-13,2021-09-10,13875.0,C,1272.0,1288.0,2021-09-10,P,39.1,40.8,2021-08-13,0.0004,15114.587600180505,1239.5876001805045,15114.74594253911
6631,2021-08-13,2021-09-10,13900.0,C,1248.1,1264.1,2021-09-10,P,40.2,42.0,2021-08-13,0.0004,15114.536767027677,1214.5367670276773,15114.74594253911
6632,2021-08-13,2021-09-10,13925.0,C,1224.5,1240.3,2021-09-10,P,41.5,43.3,2021-08-13,0.0004,15114.53593387485,1189.5359338748494,15114.74594253911
6633,2021-08-13,2021-09-10,13950.0,C,1200.9,1216.5,2021-09-10,P,42.8,44.6,2021-08-13,0.0004,15114.535100722022,1164.5351007220215,15114.74594253911
6634,2021-08-13,2021-09-10,13975.0,C,1179.2,1192.8,2021-09-10,P,44.1,45.9,2021-08-13,0.0004,15115.534267569194,1140.5342675691936,15114.74594253911
6635,2021-08-13,2021-09-10,14000.0,C,1153.2,1169.2,2021-09-10,P,45.5,47.3,2021-08-13,0.0004,15114.333434416367,1114.3334344163668,15114.74594253911
6636,2021-08-13,2021-09-10,14025.0,C,1130.1,1145.6,2021-09-10,P,46.9,48.8,2021-08-13,0.0004,15114.532601263538,1089.5326012635378,15114.74594253911
6637,2021-08-13,2021-09-10,14050.0,C,1106.7,1121.9,2021-09-10,P,48.4,50.5,2021-08-13,0.0004,15114.38176811071,1064.3817681107103,15114.74594253911
6638,2021-08-13,2021-09-10,14075.0,C,1084.0,1098.6,2021-09-10,P,50.0,52.1,2021-08-13,0.0004,15114.780934957882,1039.780934957882,15114.74594253911
6639,2021-08-13,2021-09-10,14100.0,C,1060.1,1075.1,2021-09-10,P,51.7,53.8,2021-08-13,0.0004,15114.380101805054,1014.3801018050544,15114.74594253911
6640,2021-08-13,2021-09-10,14125.0,C,1036.4,1051.8,2021-09-10,P,53.4,55.6,2021-08-13,0.0004,15114.129268652227,989.1292686522265,15114.74594253911
6641,2021-08-13,2021-09-10,14150.0,C,1014.8,1028.4,2021-09-10,P,55.1,57.3,2021-08-13,0.0004,15114.928435499398,964.9284354993979,15114.74594253911
6642,2021-08-13,2021-09-10,14175.0,C,990.2,1005.3,2021-09-10,P,57.0,59.1,2021-08-13,0.0004,15114.227602346571,939.2276023465711,15114.74594253911
6643,2021-08-13,2021-09-10,14200.0,C,967.7,982.3,2021-09-10,P,59.0,61.3,2021-08-13,0.0004,15114.376769193743,914.3767691937428,15114.74594253911
6644,2021-08-13,2021-09-10,14225.0,C,946.0,959.2,2021-09-10,P,61.0,63.2,2021-08-13,0.0004,15115.025936040915,890.0259360409145,15114.74594253911
6645,2021-08-13,2021-09-10,14250.0,C,921.7,936.3,2021-09-10,P,63.2,65.4,2021-08-13,0.0004,15114.225102888087,864.2251028880873,15114.74594253911
6646,2021-08-13,2021-09-10,14275.0,C,899.9,913.5,2021-09-10,P,65.5,67.8,2021-08-13,0.0004,15114.57426973526,839.5742697352598,15114.74594253911
6647,2021-08-13,2021-09-10,14300.0,C,876.5,890.6,2021-09-10,P,67.9,70.1,2021-08-13,0.0004,15114.07343658243,814.0734365824301,15114.74594253911
6648,2021-08-13,2021-09-10,14325.0,C,854.0,868.2,2021-09-10,P,70.4,72.7,2021-08-13,0.0004,15114.072603429604,789.072603429604,15114.74594253911
6649,2021-08-13,2021-09-10,14350.0,C,831.7,845.6,2021-09-10,P,73.0,75.3,2021-08-13,0.0004,15114.021770276775,764.021770276775,15114.74594253911
6650,2021-08-13,2021-09-10,14375.0,C,809.9,822.9,2021-09-10,P,75.7,78.0,2021-08-13,0.0004,15114.070937123946,739.0709371239464,15114.74594253911
6651,2021-08-13,2021-09-10,14400.0,C,787.5,800.8,2021-09-10,P,78.6,80.9,2021-08-13,0.0004,15113.920103971119,713.9201039711188,15114.74594253911
6652,2021-08-13,2021-09-10,14425.0,C,765.6,778.7,2021-09-10,P,81.6,83.8,2021-08-13,0.0004,15113.96927081829,688.9692708182902,15114.74594253911
6653,2021-08-13,2021-09-10,14450.0,C,743.8,756.5,2021-09-10,P,84.6,87.0,2021-08-13,0.0004,15113.868437665464,663.8684376654637,15114.74594253911
6654,2021-08-13,2021-09-10,14475.0,C,722.5,734.8,2021-09-10,P,88.0,90.3,2021-08-13,0.0004,15114.017604512635,639.0176045126354,15114.74594253911
6655,2021-08-13,2021-09-10,14500.0,C,700.6,712.9,2021-09-10,P,91.3,93.6,2021-08-13,0.0004,15113.816771359807,613.8167713598068,15114.74594253911
6656,2021-08-13,2021-09-10,14525.0,C,679.2,691.3,2021-09-10,P,94.8,97.2,2021-08-13,0.0004,15113.76593820698,588.7659382069796,15114.74594253911
6657,2021-08-13,2021-09-10,14550.0,C,658.4,669.9,2021-09-10,P,98.1,100.9,2021-08-13,0.0004,15114.165105054151,564.1651050541514,15114.74594253911
6658,2021-08-13,2021-09-10,14575.0,C,636.8,648.6,2021-09-10,P,101.9,104.8,2021-08-13,0.0004,15113.864271901324,538.8642719013242,15114.74594253911
6659,2021-08-13,2021-09-10,14600.0,C,616.5,627.5,2021-09-10,P,106.3,108.9,2021-08-13,0.0004,15113.913438748496,513.9134387484955,15114.74594253911
6660,2021-08-13,2021-09-10,14625.0,C,595.9,606.8,2021-09-10,P,110.3,113.1,2021-08-13,0.0004,15114.162605595668,489.1626055956676,15114.74594253911
6661,2021-08-13,2021-09-10,14650.0,C,575.0,585.9,2021-09-10,P,114.5,117.5,2021-08-13,0.0004,15113.96177244284,463.9617724428408,15114.74594253911
6662,2021-08-13,2021-09-10,14675.0,C,555.1,565.4,2021-09-10,P,119.0,122.2,2021-08-13,0.0004,15114.160939290012,439.1609392900118,15114.74594253911
6663,2021-08-13,2021-09-10,14700.0,C,535.0,545.1,2021-09-10,P,123.8,127.0,2021-08-13,0.0004,15114.160106137184,414.1601061371839,15114.74594253911
6664,2021-08-13,2021-09-10,14725.0,C,514.8,525.0,2021-09-10,P,128.8,132.1,2021-08-13,0.0004,15113.959272984355,388.95927298435527,15114.74594253911
6665,2021-08-13,2021-09-10,14750.0,C,495.2,505.1,2021-09-10,P,134.4,137.4,2021-08-13,0.0004,15113.758439831528,363.75843983152845,15114.74594253911
6666,2021-08-13,2021-09-10,14775.0,C,476.2,485.4,2021-09-10,P,139.5,142.9,2021-08-13,0.0004,15114.107606678699,339.1076066786991,15114.74594253911
6667,2021-08-13,2021-09-10,14800.0,C,457.0,466.2,2021-09-10,P,145.6,148.7,2021-08-13,0.0004,15113.956773525873,313.95677352587336,15114.74594253911
6668,2021-08-13,2021-09-10,14825.0,C,438.1,446.9,2021-09-10,P,151.2,154.8,2021-08-13,0.0004,15114.005940373045,289.0059403730447,15114.74594253911
6669,2021-08-13,2021-09-10,14850.0,C,419.4,428.2,2021-09-10,P,157.3,161.0,2021-08-13,0.0004,15114.155107220216,264.15510722021645,15114.74594253911
6670,2021-08-13,2021-09-10,14875.0,C,401.1,409.5,2021-09-10,P,164.1,167.5,2021-08-13,0.0004,15114.004274067389,239.0042740673889,15114.74594253911
6671,2021-08-13,2021-09-10,14900.0,C,382.7,391.1,2021-09-10,P,171.0,174.3,2021-08-13,0.0004,15113.753440914561,213.753440914561,15114.74594253911
6672,2021-08-13,2021-09-10,14925.0,C,364.9,373.0,2021-09-10,P,177.6,181.4,2021-08-13,0.0004,15113.952607761734,188.95260776173382,15114.74594253911
6673,2021-08-13,2021-09-10,14950.0,C,347.7,355.3,2021-09-10,P,184.9,188.8,2021-08-13,0.0004,15114.151774608905,164.15177460890482,15114.74594253911
6674,2021-08-13,2021-09-10,14975.0,C,332.4,337.2,2021-09-10,P,192.7,196.5,2021-08-13,0.0004,15114.700941456076,139.70094145607618,15114.74594253911
6675,2021-08-13,2021-09-10,15000.0,C,315.5,320.2,2021-09-10,P,200.9,204.6,2021-08-13,0.0004,15114.60010830325,114.60010830324973,15114.74594253911
6676,2021-08-13,2021-09-10,15025.0,C,299.2,303.6,2021-09-10,P,209.7,213.0,2021-08-13,0.0004,15114.54927515042,89.54927515042073,15114.74594253911
6677,2021-08-13,2021-09-10,15050.0,C,283.0,287.3,2021-09-10,P,218.5,221.8,2021-08-13,0.0004,15114.498441997594,64.49844199759355,15114.74594253911
6678,2021-08-13,2021-09-10,15075.0,C,267.2,271.5,2021-09-10,P,226.9,231.0,2021-08-13,0.0004,15114.897608844765,39.89760884476527,15114.74594253911
6679,2021-08-13,2021-09-10,15100.0,C,251.8,256.0,2021-09-10,P,236.6,240.6,2021-08-13,0.0004,15114.796775691937,14.796775691937,15114.74594253911
6680,2021-08-13,2021-09-10,15125.0,C,236.8,240.9,2021-09-10,P,246.6,250.6,2021-08-13,0.0004,15114.74594253911,-10.25405746089018,15114.74594253911
6681,2021-08-13,2021-09-10,15150.0,C,222.3,226.3,2021-09-10,P,256.8,261.0,2021-08-13,0.0004,15114.895109386282,-35.10489061371845,15114.74594253911
6682,2021-08-13,2021-09-10,15175.0,C,208.1,212.1,2021-09-10,P,267.7,271.8,2021-08-13,0.0004,15114.844276233454,-60.155723766545634,15114.74594253911
6683,2021-08-13,2021-09-10,15200.0,C,194.4,198.3,2021-09-10,P,278.8,283.1,2021-08-13,0.0004,15114.893443080626,-85.10655691937427,15114.74594253911
6684,2021-08-13,2021-09-10,15225.0,C,181.2,185.0,2021-09-10,P,290.6,294.9,2021-08-13,0.0004,15114.842609927799,-110.15739007220145,15114.74594253911
6685,2021-08-13,2021-09-10,15250.0,C,168.6,172.3,2021-09-10,P,302.8,307.3,2021-08-13,0.0004,15114.891776774972,-135.10822322502827,15114.74594253911
6686,2021-08-13,2021-09-10,15275.0,C,156.3,159.9,2021-09-10,P,315.0,320.1,2021-08-13,0.0004,15115.040943622143,-159.95905637785654,15114.74594253911
6687,2021-08-13,2021-09-10,15300.0,C,144.6,148.2,2021-09-10,P,326.8,335.5,2021-08-13,0.0004,15114.740110469314,-185.25988953068554,15114.74594253911
6688,2021-08-13,2021-09-10,15325.0,C,133.6,137.0,2021-09-10,P,340.0,349.6,2021-08-13,0.0004,15114.989277316487,-210.01072268351345,15114.74594253911
6689,2021-08-13,2021-09-10,15350.0,C,123.0,126.3,2021-09-10,P,354.3,364.2,2021-08-13,0.0004,15114.888444163658,-235.11155583634172,15114.74594253911
6690,2021-08-13,2021-09-10,15375.0,C,112.8,116.2,2021-09-10,P,369.4,379.4,2021-08-13,0.0004,15114.587611010831,-260.4123889891689,15114.74594253911
6691,2021-08-13,2021-09-10,15400.0,C,103.5,106.6,2021-09-10,P,384.5,395.2,2021-08-13,0.0004,15114.686777858002,-285.31322214199827,15114.74594253911
6692,2021-08-13,2021-09-10,15425.0,C,94.8,97.6,2021-09-10,P,400.6,411.1,2021-08-13,0.0004,15114.835944705175,-310.1640552948247,15114.74594253911
6693,2021-08-13,2021-09-10,15450.0,C,86.2,89.2,2021-09-10,P,416.9,428.4,2021-08-13,0.0004,15114.535111552348,-335.4648884476519,15114.74594253911
6694,2021-08-13,2021-09-10,15475.0,C,78.5,81.5,2021-09-10,P,433.7,445.8,2021-08-13,0.0004,15114.73427839952,-360.2657216004809,15114.74594253911
6695,2021-08-13,2021-09-10,15500.0,C,71.4,74.1,2021-09-10,P,451.6,462.8,2021-08-13,0.0004,15115.03344524669,-384.96655475330954,15114.74594253911
6696,2021-08-13,2021-09-10,15525.0,C,64.8,67.4,2021-09-10,P,469.7,481.1,2021-08-13,0.0004,15115.182612093864,-409.817387906136,15114.74594253911
6697,2021-08-13,2021-09-10,15550.0,C,58.6,61.2,2021-09-10,P,488.1,501.3,2021-08-13,0.0004,15114.681778941034,-435.3182210589657,15114.74594253911
6698,2021-08-13,2021-09-10,15575.0,C,53.1,55.5,2021-09-10,P,507.4,520.9,2021-08-13,0.0004,15114.630945788207,-460.3690542117929,15114.74594253911
6699,2021-08-13,2021-09-10,15600.0,C,48.3,50.3,2021-09-10,P,526.8,540.4,2021-08-13,0.0004,15115.180112635378,-484.81988736462154,15114.74594253911
6700,2021-08-13,2021-09-10,15625.0,C,43.5,45.5,2021-09-10,P,547.0,561.1,2021-08-13,0.0004,15114.929279482552,-510.0707205174476,15114.74594253911
6701,2021-08-13,2021-09-10,15650.0,C,39.2,41.2,2021-09-10,P,567.4,582.0,2021-08-13,0.0004,15114.978446329724,-535.0215536702763,15114.74594253911
6702,2021-08-13,2021-09-10,15675.0,C,35.3,37.3,2021-09-10,P,588.3,601.4,2021-08-13,0.0004,15115.927613176895,-559.0723868231053,15114.74594253911
6703,2021-08-13,2021-09-10,15700.0,C,31.8,33.7,2021-09-10,P,609.8,624.9,2021-08-13,0.0004,15114.876780024068,-585.1232199759324,15114.74594253911
6704,2021-08-13,2021-09-10,15725.0,C,28.6,30.6,2021-09-10,P,631.4,646.9,2021-08-13,0.0004,15114.92594687124,-610.0740531287593,15114.74594253911
6705,2021-08-13,2021-09-10,15750.0,C,25.8,27.7,2021-09-10,P,653.4,669.1,2021-08-13,0.0004,15114.975113718412,-635.0248862815879,15114.74594253911
6706,2021-08-13,2021-09-10,15775.0,C,23.2,25.2,2021-09-10,P,675.7,690.7,2021-08-13,0.0004,15115.474280565584,-659.5257194344158,15114.74594253911
6707,2021-08-13,2021-09-10,15800.0,C,20.9,22.9,2021-09-10,P,698.3,714.6,2021-08-13,0.0004,15114.923447412755,-685.0765525872448,15114.74594253911
6708,2021-08-13,2021-09-10,15825.0,C,18.8,20.8,2021-09-10,P,721.1,737.4,2021-08-13,0.0004,15115.022614259928,-709.9773857400724,15114.74594253911
6709,2021-08-13,2021-09-10,15850.0,C,17.0,18.9,2021-09-10,P,744.1,760.9,2021-08-13,0.0004,15114.921781107101,-735.0782188928988,15114.74594253911
6710,2021-08-13,2021-09-10,15875.0,C,15.4,17.2,2021-09-10,P,767.4,784.3,2021-08-13,0.0004,15114.920947954271,-760.0790520457285,15114.74594253911
6711,2021-08-13,2021-09-10,15900.0,C,13.9,15.7,2021-09-10,P,790.8,807.9,2021-08-13,0.0004,15114.920114801444,-785.0798851985564,15114.74594253911
6712,2021-08-13,2021-09-10,15925.0,C,12.5,14.3,2021-09-10,P,814.4,831.6,2021-08-13,0.0004,15114.869281648616,-810.1307183513836,15114.74594253911
6713,2021-08-13,2021-09-10,15950.0,C,11.0,13.1,2021-09-10,P,838.1,855.2,2021-08-13,0.0004,15114.868448495787,-835.1315515042133,15114.74594253911
6714,2021-08-13,2021-09-10,15975.0,C,10.3,11.9,2021-09-10,P,862.0,879.2,2021-08-13,0.0004,15114.96761534296,-860.0323846570409,15114.74594253911
6715,2021-08-13,2021-09-10,16000.0,C,9.0,11.0,2021-09-10,P,885.9,903.3,2021-08-13,0.0004,15114.86678219013,-885.1332178098692,15114.74594253911
6716,2021-08-13,2021-09-10,16025.0,C,8.0,10.0,2021-09-10,P,910.0,927.4,2021-08-13,0.0004,15114.765949037303,-910.2340509626974,15114.74594253911
6717,2021-08-13,2021-09-10,16050.0,C,7.3,9.4,2021-09-10,P,934.2,951.9,2021-08-13,0.0004,15114.765115884476,-935.2348841155235,15114.74594253911
6718,2021-08-13,2021-09-10,16075.0,C,6.6,8.6,2021-09-10,P,955.8,978.4,2021-08-13,0.0004,15114.964282731647,-960.0357172683525,15114.74594253911
6719,2021-08-13,2021-09-10,16100.0,C,6.0,8.1,2021-09-10,P,979.6,1002.8,2021-08-13,0.0004,15115.313449578818,-984.6865504211819,15114.74594253911
6720,2021-08-13,2021-09-10,16125.0,C,5.5,7.5,2021-09-10,P,1004.6,1027.2,2021-08-13,0.0004,15115.062616425992,-1009.937383574008,15114.74594253911
6721,2021-08-13,2021-09-10,16150.0,C,5.0,7.0,2021-09-10,P,1029.1,1051.7,2021-08-13,0.0004,15115.061783273164,-1034.938216726836,15114.74594253911
6722,2021-08-13,2021-09-10,16175.0,C,4.6,6.5,2021-09-10,P,1053.4,1076.0,2021-08-13,0.0004,15115.310950120334,-1059.6890498796656,15114.74594253911
6723,2021-08-13,2021-09-10,16200.0,C,4.2,6.1,2021-09-10,P,1078.0,1100.6,2021-08-13,0.0004,15115.310116967508,-1084.6898830324917,15114.74594253911
6724,2021-08-13,2021-09-10,16225.0,C,3.8,5.7,2021-09-10,P,1102.7,1125.3,2021-08-13,0.0004,15115.20928381468,-1109.79071618532,15114.74594253911
6725,2021-08-13,2021-09-10,16250.0,C,3.5,5.4,2021-09-10,P,1127.4,1150.0,2021-08-13,0.0004,15115.208450661852,-1134.791549338148,15114.74594253911
6726,2021-08-13,2021-09-10,16275.0,C,3.3,5.0,2021-09-10,P,1152.4,1175.0,2021-08-13,0.0004,15114.907617509023,-1160.092382490977,15114.74594253911
6727,2021-08-13,2021-09-10,16300.0,C,3.2,4.8,2021-09-10,P,1177.1,1199.5,2021-08-13,0.0004,15115.156784356197,-1184.843215643803,15114.74594253911
6728,2021-08-13,2021-09-10,16325.0,C,3.0,4.5,2021-09-10,P,1201.9,1224.5,2021-08-13,0.0004,15115.005951203368,-1209.9940487966323,15114.74594253911
6729,2021-08-13,2021-09-10,16350.0,C,2.85,4.3,2021-09-10,P,1226.7,1249.2,2021-08-13,0.0004,15115.08011805054,-1234.9198819494595,15114.74594253911
6730,2021-08-13,2021-09-10,16375.0,C,2.65,4.1,2021-09-10,P,1251.2,1273.7,2021-08-13,0.0004,15115.379284897712,-1259.6207151022882,15114.74594253911
6731,2021-08-13,2021-09-10,16400.0,C,2.5,3.9,2021-09-10,P,1276.3,1298.9,2021-08-13,0.0004,15115.053451744885,-1284.946548255115,15114.74594253911
6732,2021-08-13,2021-09-10,16425.0,C,2.3,3.7,2021-09-10,P,1300.9,1323.5,2021-08-13,0.0004,15115.252618592058,-1309.7473814079422,15114.74594253911
6733,2021-08-13,2021-09-10,16450.0,C,1.9,3.6,2021-09-10,P,1325.8,1348.3,2021-08-13,0.0004,15115.15178543923,-1334.8482145607704,15114.74594253911
6734,2021-08-13,2021-09-10,16475.0,C,2.05,3.4,2021-09-10,P,1350.9,1373.4,2021-08-13,0.0004,15115.025952286402,-1359.9740477135983,15114.74594253911
6735,2021-08-13,2021-09-10,16500.0,C,1.9,3.3,2021-09-10,P,1375.8,1398.2,2021-08-13,0.0004,15115.050119133572,-1384.9498808664284,15114.74594253911
6736,2021-08-13,2021-09-10,16525.0,C,1.6,3.1,2021-09-10,P,1400.7,1423.1,2021-08-13,0.0004,15114.899285980746,-1410.1007140192542,15114.74594253911
6737,2021-08-13,2021-09-10,16550.0,C,1.7,3.0,2021-09-10,P,1425.5,1448.0,2021-08-13,0.0004,15115.048452827916,-1434.9515471720842,15114.74594253911
6738,2021-08-13,2021-09-10,16575.0,C,1.3,2.9,2021-09-10,P,1450.4,1472.8,2021-08-13,0.0004,15114.94761967509,-1460.0523803249107,15114.74594253911
6739,2021-08-13,2021-09-10,16600.0,C,1.5,2.8,2021-09-10,P,1475.0,1497.6,2021-08-13,0.0004,15115.296786522264,-1484.7032134777364,15114.74594253911
6740,2021-08-13,2021-09-10,16625.0,C,1.2,2.95,2021-09-10,P,1500.1,1522.7,2021-08-13,0.0004,15115.120953369436,-1509.8790466305636,15114.74594253911
6741,2021-08-13,2021-09-10,16650.0,C,1.1,2.85,2021-09-10,P,1525.0,1548.3,2021-08-13,0.0004,15114.770120216604,-1535.2298797833955,15114.74594253911
6742,2021-08-13,2021-09-10,16675.0,C,1.05,2.5,2021-09-10,P,1549.7,1572.9,2021-08-13,0.0004,15114.919287063782,-1560.0807129362183,15114.74594253911
6743,2021-08-13,2021-09-10,16700.0,C,1.05,2.7,2021-09-10,P,1574.3,1597.5,2021-08-13,0.0004,15115.41845391095,-1584.5815460890499,15114.74594253911
6744,2021-08-13,2021-09-10,16725.0,C,1.0,2.35,2021-09-10,P,1599.3,1622.5,2021-08-13,0.0004,15115.217620758123,-1609.7823792418767,15114.74594253911
6745,2021-08-13,2021-09-10,16750.0,C,0.95,2.55,2021-09-10,P,1624.7,1648.0,2021-08-13,0.0004,15114.841787605294,-1635.1582123947064,15114.74594253911
6746,2021-08-13,2021-09-10,16775.0,C,0.9,2.5,2021-09-10,P,1649.4,1672.6,2021-08-13,0.0004,15115.140954452469,-1659.8590455475314,15114.74594253911
6747,2021-08-13,2021-09-10,16800.0,C,0.9,2.15,2021-09-10,P,1674.3,1697.6,2021-08-13,0.0004,15115.015121299639,-1684.9848787003612,15114.74594253911
6748,2021-08-13,2021-09-10,16825.0,C,0.85,2.1,2021-09-10,P,1699.5,1722.8,2021-08-13,0.0004,15114.764288146811,-1710.235711853189,15114.74594253911
6749,2021-08-13,2021-09-10,16850.0,C,0.8,2.05,2021-09-10,P,1724.2,1747.5,2021-08-13,0.0004,15115.013454993981,-1734.9865450060188,15114.74594253911
6750,2021-08-13,2021-09-10,16875.0,C,0.8,2.0,2021-09-10,P,1749.4,1772.7,2021-08-13,0.0004,15114.787621841158,-1760.2123781588416,15114.74594253911
6751,2021-08-13,2021-09-10,16900.0,C,0.75,1.95,2021-09-10,P,1774.1,1797.3,2021-08-13,0.0004,15115.086788688324,-1784.9132113116757,15114.74594253911
6752,2021-08-13,2021-09-10,16925.0,C,0.75,1.9,2021-09-10,P,1799.3,1822.5,2021-08-13,0.0004,15114.860955535501,-1810.1390444644985,15114.74594253911
6753,2021-08-13,2021-09-10,16950.0,C,0.7,1.85,2021-09-10,P,1824.0,1847.3,2021-08-13,0.0004,15115.060122382672,-1834.9398776173275,15114.74594253911
6754,2021-08-13,2021-09-10,16975.0,C,0.7,1.85,2021-09-10,P,1848.9,1872.2,2021-08-13,0.0004,15115.159289229847,-1859.8407107701532,15114.74594253911
6755,2021-08-13,2021-09-10,17000.0,C,0.65,2.1,2021-09-10,P,1873.6,1896.8,2021-08-13,0.0004,15115.608456077014,-1884.3915439229859,15114.74594253911
6756,2021-08-13,2021-09-10,17025.0,C,0.65,2.1,2021-09-10,P,1898.6,1921.8,2021-08-13,0.0004,15115.607622924188,-1909.392377075812,15114.74594253911
6757,2021-08-13,2021-09-10,17050.0,C,0.65,2.05,2021-09-10,P,1923.8,1947.0,2021-08-13,0.0004,15115.381789771358,-1934.618210228642,15114.74594253911
6758,2021-08-13,2021-09-10,17075.0,C,0.6,2.0,2021-09-10,P,1948.8,1972.0,2021-08-13,0.0004,15115.330956618533,-1959.6690433814674,15114.74594253911
6759,2021-08-13,2021-09-10,17100.0,C,0.6,1.95,2021-09-10,P,1974.0,1997.3,2021-08-13,0.0004,15115.055123465705,-1984.944876534295,15114.74594253911
